,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,province_id,variety_numerical,vintage,norm_vintage,norm_price,norm_points,total_fires,sum_fire_size
4223,11921,42527,44274,US,"Pinot Noir from Carneros forms the basis of this dry rosé that has seen no time in oak. Dark red-orange in color, it's a fresh, zingy take on raspberry and strawberry goodness, never cloying or annoying, that finishes in a burst of grapefruit.",Eye of the Toad Dry Rosé of,88,15.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Toad Hollow 2014 Eye of the Toad Dry Rosé of Pinot Noir (Sonoma County),Pinot Noir,Toad Hollow,7,440,2014,0.011408730158730158,0.004967709885742673,0.08080808080808081,230,4224.870000000001
4224,11922,42529,44276,US,"A rare find, this is a delightfully fun wine, black and inky. Exuberant red cherry and brioche play off one another on the nose and palate. Integrated tannins give it a softness, though it is in no way shy or lacking in power.",Noir de Noirs Old Vines,88,30.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Wellington 2013 Noir de Noirs Old Vines Alicante Bouschet (Sonoma County),Alicante Bouschet,Wellington,7,12,2013,0.010912698412698412,0.01241927471435668,0.08080808080808081,113,113.16999999999996
4225,11925,42537,44284,US,"Made from Moscato di Canelli, this dessert wine is more like a still wine in bouquet, not exuding sweet as much as floral. On the palate, it's a different story, taking on richness and thickness around flavors of baked apple and nutmeg, finding a good balance on the finish.",Estate St. Helena Vineyard,88,25.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Benessere 2013 Estate St. Helena Vineyard Moscato (Napa Valley),Moscato,Benessere,7,356,2013,0.010912698412698412,0.009935419771485344,0.08080808080808081,50,276.17000000000024
4226,11926,42538,44285,US,"There is a very juicy nose to this bottling, with dark plum, berry and the slightest hint of baking spice. Red cherry and cranberry flavors pop on the palate, alongside decent helping of clove-like spice, but it's the stony grip that takes this one to the next level.",Single Vineyard Rose of,88,36.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Le Mistral 2016 Single Vineyard Rose of Grenache (Monterey County),Grenache,Le Mistral,7,222,2016,0.01240079365079365,0.015399900645802288,0.08080808080808081,99,878.0500000000003
4227,11927,42540,44287,US,"Gravelly aromas of wet slate meet with dark cranberry and baked red cherry on the nose of this bottling, which the Duckhorn crew sources from this historic vineyard. The palate is relatively light with very earthy flavors, showing tangy red fruit, thyme and wet soil flavors.",Bien Nacido Vineyard,88,68.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Migration 2014 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Migration,7,440,2014,0.011408730158730158,0.03129657228017884,0.08080808080808081,0,0.0
4228,11928,42547,44294,US,"Inviting in succulent, brambly berry, this is a balanced wine that takes a light approach to ripeness. Clove and vanilla add to its admirable length and breadth.",Estate,88,32.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Peter Cellars 2014 Estate Merlot (Carneros),Merlot,Peter Cellars,7,326,2014,0.011408730158730158,0.013412816691505215,0.08080808080808081,0,0.0
4229,11932,42554,44302,US,"Dark red cherry and raspberry blend with the slightest hints of thyme and slate on the nose of this bottling, which is made in a urban facility in the coastal city of Marina. There is a tangy cran-raspberry element to the sip, enhanced by licorice spice.",Tondre Grapefield,88,45.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Cima Collina 2013 Tondre Grapefield Pinot Noir (Santa Lucia Highlands),Pinot Noir,Cima Collina,7,440,2013,0.010912698412698412,0.01987083954297069,0.08080808080808081,0,0.0
4230,11933,42565,44313,US,"Bright aromas of orange blossom, night jasmine and gardenia are juxtaposed by a more mineral-driven backbone of wet cement. It's fairly light on its feet, with touches of sweetness, but more sprightly in tone, with fresh acidity and grippy texture taking it far beyond your grandma's Orange Muscat.",Margaret's Vineyard,88,16.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Robert Hall 2016 Margaret's Vineyard Orange Muscat (Paso Robles),Orange Muscat,Robert Hall,7,398,2016,0.01240079365079365,0.00546448087431694,0.08080808080808081,0,0.0
4231,11935,42568,44316,US,"Peppery herbs lead the nose on this bottling, with sagebrush, bay leaf and rust giving depth to the light cranberry and raspberry fruit. The palate is earthy with juniper and turned-loam flavors, plus more bay leaf, iron cranberry and some rhubarb.",Delfina's Vineyard,91,45.0,California,Arroyo Seco,Central Coast,Matt Kettmann,@mattkettmann,Blair 2013 Delfina's Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,Blair,7,440,2013,0.010912698412698412,0.01987083954297069,0.1111111111111111,0,0.0
4232,11937,42571,44319,US,"This bottling offers gingerbread cake, baked blueberry and smoked pork on the nose. It's soft on the palate, with finely polished tannins imparting a plush texture. Black plum, strawberry and a touch of mint mark the palate. The structure shows itself just enough on the finish.",Estates South Ridge,91,15.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,J. Lohr 2014 Estates South Ridge Syrah (Paso Robles),Syrah,J. Lohr,7,560,2014,0.011408730158730158,0.004967709885742673,0.1111111111111111,0,0.0
4233,11938,42573,44322,US,"From the Pratt Vineyard on Sexton Road, this impressive offering is bold and lush, smoothly textured even in its concentration of thick red cherry and forest. It exalts in a shock of white pepper that is beautiful to behold.",Pratt Vineyard,91,62.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Saintsbury 2014 Pratt Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Saintsbury,7,440,2014,0.011408730158730158,0.02831594634873324,0.1111111111111111,230,4224.870000000001
4234,11939,42575,44324,US,"Toasty oak kicks off the nose of this bottling, and then come touches of vanilla, lemon cookie, flint, buttered toast and almost marshmallow. Flavors are quite smoky, with roasted almond and sea salt, but the grippy texture is the most intriguing part.",Smith Vineyard,91,40.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Lucienne 2014 Smith Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Lucienne,7,125,2014,0.011408730158730158,0.017386984600099353,0.1111111111111111,0,0.0
4235,11940,42585,44334,US,"Black cherry, licorice, loamy soil and a touch of roasted beef show on the nose of this bottling from a beautiful estate in the eastern Santa Ynez Valley. Black cherry, dried dill and fennel, coffee bean and slightly bitter dark chocolate come across on the palate that is still quite young with sticky tannins, though very easy to sip already.",Reserve,91,80.0,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,@mattkettmann,Grassini 2013 Reserve Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Grassini,7,80,2013,0.010912698412698412,0.03725782414307005,0.1111111111111111,14,60.82999999999999
4236,11941,42587,44336,US,"This full and smoothly soft wine blended with 10% Petite Sirah, 7% Malbec and 3% Petit Verdot is aged in American oak, a quarter of it new. It pleases in bright red currant, cassis and wisps of blackberry, both approachable and sophisticated. Velvety black licorice meets smoky campfire on the finish.",Allomi,91,32.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Hess Collection 2014 Allomi Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hess Collection,7,80,2014,0.011408730158730158,0.013412816691505215,0.1111111111111111,77,540.8399999999998
4237,11942,42588,44337,US,"An herbal undertone lurks beneath richer, layered concentrations of big tannin and toasty oak in this 100% varietal wine. Meaty and bold, it highlights the variety's ability to be extracted, fruity and nuanced in dried herb, cedar, graphite and sage.",Bartolucci Vineyard,91,100.0,California,St. Helena,Napa,Virginie Boone,@vboone,Honig 2013 Bartolucci Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Honig,7,80,2013,0.010912698412698412,0.047193243914555386,0.1111111111111111,0,0.0
4238,11945,42592,44341,US,"Dark-gold color makes way for a tension of Meyer lemon, grapefruit and tart apple, unexpectedly fresh flavors given the hue and concentration of this wine. A creaminess on the palate is lush and round yet able to find companionship in a wealth of juicy acidity.",Durell Vineyard,91,74.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Ram's Gate 2014 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,Ram's Gate,7,125,2014,0.011408730158730158,0.034277198211624435,0.1111111111111111,230,4224.870000000001
4239,11946,42593,44342,US,"Light but juicy aromas of white grapes, sandalwood and cinnamon show on the nose of this bottling by Irvine-raised, Cal Poly-educated, Paso Robles-residing Ryan Render. There is a flinty touch to the palate, with rounded green pear, baked apple and nectarine fruit, though the savory sea-salt touch is what makes this wine shine.",Baja-Ha,91,30.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Rendarrio Vineyards 2014 Baja-Ha Chardonnay (Santa Lucia Highlands),Chardonnay,Rendarrio Vineyards,7,125,2014,0.011408730158730158,0.01241927471435668,0.1111111111111111,0,0.0
4240,11947,42594,44343,US,"Golden-honey colored, this wine has toasty toffee oak and full-bodied richness, with a stark layering of citrus and baked apple. Concentrated and thick, it shows its youth and should benefit with time in both the glass and in the bottle.",Estate Grown,91,49.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rochioli 2015 Estate Grown Chardonnay (Russian River Valley),Chardonnay,Rochioli,7,125,2015,0.011904761904761904,0.02185792349726776,0.1111111111111111,0,0.0
4241,11948,42595,44344,US,"Full bodied and fully concentrated, this estate-grown wine showcases black tar, licorice and black cherry, well-developed flavors that ride a luxurious texture of grippy tannin and toasty oak. Dark as night, the flavors are protracted and extensive through the finish.",Dollarhide,91,50.0,California,Napa Valley,Napa,Virginie Boone,@vboone,St. Supéry 2013 Dollarhide Petit Verdot (Napa Valley),Petit Verdot,St. Supéry,7,418,2013,0.010912698412698412,0.022354694485842028,0.1111111111111111,50,276.17000000000024
4242,11959,42628,44377,US,"Reserved in aromas at first, this shows charred wood, red cherries, pomegranate and graphite on the nose. Quite intriguing texturally, the palate is sticky with tannins but light in body, offering flavors of cola and tart cranberry.",Rancho Santa Rosa,87,40.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Foley 2013 Rancho Santa Rosa Pinot Noir (Sta. Rita Hills),Pinot Noir,Foley,7,440,2013,0.010912698412698412,0.017386984600099353,0.0707070707070707,0,0.0
4243,11960,42629,44378,US,Aromas of bright pink roses and soft cherry fruit are a bit shy on the nose but pretty when they do arise. The palate of this 85% Syrah and 15% Viognier blend shows raspberry fruit and lime-rind tartness.,Sunset,87,28.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Four Lanterns 2014 Sunset Rosé (Paso Robles),Rosé,Four Lanterns,7,492,2014,0.011408730158730158,0.011425732737208148,0.0707070707070707,0,0.0
4244,11961,42637,44387,US,"Though this bottling saw no malolactic fermentation or oak, the aromas are well rounded, with smoked lemon and kiwi notes. The palate offers lemon curd and apple-sauce flavors, with hints of smokiness, even without the oak.",Pure,87,20.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Clos La Chance 2014 Pure Chardonnay (Monterey County),Chardonnay,Clos La Chance,7,125,2014,0.011408730158730158,0.00745156482861401,0.0707070707070707,108,4945.040000000001
4245,11963,42646,44396,US,"Another strong entry in the emergent Cab-meets-Syrah category, this 75% Cabernet Sauvignon and 25% Syrah blend offers aromas of black plum, boysenberry, dried purple flowers and strong anise. The flavors are compelling, with baked boysenberry, strawberry and plum notes leading into roasted fennel bulbs and balsamic vinegar.",Inception,91,58.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Asuncion Ridge 2013 Inception Cabernet Sauvignon-Syrah (Paso Robles),Cabernet Sauvignon-Syrah,Asuncion Ridge,7,90,2013,0.010912698412698412,0.02632886239443617,0.1111111111111111,0,0.0
4246,11964,42656,44406,US,"This is a Pinot-based refresher with substantial body, dry and tart with streaks of cranberry and raspberry. The stand-out character comes from its savory element of spice and sea spray, in addition to the weightiness that makes it welcome with food.",Nicoletta Rosé of,91,25.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Levendi 2015 Nicoletta Rosé of Pinot Noir (Napa Valley),Pinot Noir,Levendi,7,440,2015,0.011904761904761904,0.009935419771485344,0.1111111111111111,59,4369.050000000012
4247,11965,42667,44417,US,"This is a beautiful botrytised wine, made from a field blend of Sauvignon Blanc, Riesling and Gewürztraminer. Light on its feet and reined-in in terms of sweetness, it's golden hay-colored and has a touch of reduction, allowing the Riesling nose to dominate. Decadent yet restrained, it's also lengthy and complex, with highlights of orange and pear.",Violetta Estate Late Harvest,91,85.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Grgich Hills 2013 Violetta Estate Late Harvest White (Napa Valley),White Blend,Grgich Hills,7,690,2013,0.010912698412698412,0.03974167908594138,0.1111111111111111,50,276.17000000000024
4248,11967,42670,44420,US,"This full-bodied wine offers a depth of brambly blackberry, smoky clove and cigar box that make it compelling and inviting on the velvety-smooth palate, well integrated in oak and tannin. The finish is a touch spicy, bringing out more of the clove and a shake of black pepper.",Reserve,91,80.0,California,Stags Leap District,Napa,Virginie Boone,@vboone,Julietta 2012 Reserve Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Julietta,7,80,2012,0.010416666666666666,0.03725782414307005,0.1111111111111111,0,0.0
4249,11970,42681,44431,US,"From the Elyse Winery family, this blends a majority of Cabernet Sauvignon with Merlot, Cabernet Franc, Malbec, Petit Verdot and Carmenere, all from a vineyard next door to its winery that it planted to these varieties. An intrigue of orange blossom and jasmine leads to soft, velvety waves of black currant, savory dried herb and juicy acidity.",Mon Chou Camusi Vineyard,90,55.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Jacob Franklin 2012 Mon Chou Camusi Vineyard Red (Napa Valley),Red Blend,Jacob Franklin,7,473,2012,0.010416666666666666,0.02483854942871336,0.101010101010101,54,631.3
4250,11972,42690,44440,US,"An exciting varietal wine from an appellation that has done well by it, this opens in aromas of baked bread and compost, in addition to toasty bacon and chocolate. Tart and tight, it's ripe and yet restrained, a nice tension of contrast at its core.",Moaveni Vineyard,90,45.0,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,MacLaren 2013 Moaveni Vineyard Syrah (Bennett Valley),Syrah,MacLaren,7,560,2013,0.010912698412698412,0.01987083954297069,0.101010101010101,0,0.0
4251,11974,42705,44458,US,"Plump aromas of lemon butter, gardenia and hot sourdough toast with tangerine marmalade show on the nose of this bottling. The palate is pillowy in texture, offering ripe flavors of peach custard, sea salt, butterscotch, tangy grapefruit and mandarin slices.",Barrel Select,89,50.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Foley 2015 Barrel Select Chardonnay (Sta. Rita Hills),Chardonnay,Foley,7,125,2015,0.011904761904761904,0.022354694485842028,0.09090909090909093,0,0.0
4252,11976,42710,44463,US,"Mellow and pleasant aromas of nectarine, Bosc pear and Meyer lemon pith make for a very classically restrained Chardonnay on this bottling. There is solid zip to the sip, where high-toned and tightly wound flavors of citrus, honeysuckle and poached pear show.",Flood Family Vineyards,89,22.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Rancho Sisquoc 2016 Flood Family Vineyards Chardonnay (Santa Barbara County),Chardonnay,Rancho Sisquoc,7,125,2016,0.01240079365079365,0.008445106805762544,0.09090909090909093,37,242.36
4253,11977,42711,44464,US,"Green plum, mowed lawn, pungent green apple skins and a touch of candied peach ripeness make for a classic Sauv Blanc nose on this bottling from one of the region's oldest producers. The palate is zippy with persistent and penetrating acidity, showing tight green apple and well as riper pineapple flavors, with a flash of vanilla toward the finish.",Flood Family Vineyards,89,18.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Rancho Sisquoc 2016 Flood Family Vineyards Sauvignon Blanc (Santa Barbara County),Sauvignon Blanc,Rancho Sisquoc,7,514,2016,0.01240079365079365,0.006458022851465474,0.09090909090909093,37,242.36
4254,11978,42715,44468,US,"This 100% varietal wine is brawny and blustery in style: big boned with a lot of heat. Sturdy tannins surround extracted black fruit and shards of cinnamon, with fresh tobacco taking root on the finish.",Deux Chevaux Vineyard,89,75.0,California,Yountville,Napa,Virginie Boone,@vboone,Tamber Bey 2014 Deux Chevaux Vineyard Merlot (Yountville),Merlot,Tamber Bey,7,326,2014,0.011408730158730158,0.034773969200198714,0.09090909090909093,0,0.0
4255,11979,42732,44485,US,"Black cherries, cola, fennel and dill come together for a thick aromatic profile on this blend of Grenache, Syrah and Carignane. Pencil lead, blackberry preserves and black pepper show on the palate, which is rich but not particularly fruity, thanks to beef char and woody flavors.",Complicated,88,20.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Taken Wine Co. 2013 Complicated Red (Central Coast),Red Blend,Taken Wine Co.,7,473,2013,0.010912698412698412,0.00745156482861401,0.08080808080808081,0,0.0
4256,11980,42734,44487,US,"Strawberry and red currant complement deeper, more savory aspects of cedar and gun smoke in this thick, full-bodied and concentrated reserve-level wine, accented in bitter, black tea.",Reserve,88,60.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Kunde 2012 Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Kunde,7,80,2012,0.010416666666666666,0.0273224043715847,0.08080808080808081,93,89.66000000000004
4257,11982,42738,44491,US,"Juicy strawberry jam and dried herb combine for a forceful attack of bold, concentrated flavor and robust body, the wine textured in dusty tannin.",Reserve Matrix Estate,88,46.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Matrix 2013 Reserve Matrix Estate Zinfandel (Russian River Valley),Zinfandel,Matrix,7,702,2013,0.010912698412698412,0.02036761053154496,0.08080808080808081,0,0.0
4258,11983,42740,44493,US,"Cherry-vanilla and cola provide a voluptuous, full-bodied outline for this estate-grown wine, given 20 months in French oak, one-quarter of it new.",Estate,88,52.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Nicholson Ranch 2013 Estate Pinot Noir (Sonoma Coast),Pinot Noir,Nicholson Ranch,7,440,2013,0.010912698412698412,0.02334823646299056,0.08080808080808081,113,113.16999999999996
4259,11986,42750,44503,US,"Gushing with bright strawberry and raspberry aromas and flavors, this wine tastes fresh and delicious, lively and fun. It's dry, well balanced, moderately tannic, and has an appetizing, grippy texture.",The Sum Seventy Five Wine Co.,88,20.0,California,California,California Other,Jim Gordon,@gordone_cellars,Tuck Beckstoffer 2012 The Sum Seventy Five Wine Co. Red (California),Red Blend,Tuck Beckstoffer,7,473,2012,0.010416666666666666,0.00745156482861401,0.08080808080808081,0,0.0
4260,11987,42751,44504,US,"From the site made famous by Merry Edwards along the appellation's Laguna Ridge, this wine envelops dark cherry, strawberry and herb flavors along a brooding, softly velvet and voluptuously body, weighted slightly in toasted oak and firm tannin.",Klopp Ranch,88,55.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Honor Winery 2014 Klopp Ranch Pinot Noir (Russian River Valley),Pinot Noir,Honor Winery,7,440,2014,0.011408730158730158,0.02483854942871336,0.08080808080808081,0,0.0
4261,11988,42754,44507,US,"Light and fresh on the nose, this twist-top bottling shows hibiscus, strawberry, chipped slate, a touch of clove and crushed star anise on the nose. The palate shows more slate as well as ripe raspberry, cinnamon and sagebrush.",Trio,88,25.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Joyce 2014 Trio Pinot Noir (Monterey),Pinot Noir,Joyce,7,440,2014,0.011408730158730158,0.009935419771485344,0.08080808080808081,108,4945.040000000001
4262,11989,42755,44508,US,"This medium-bodied, affordably priced wine offers a wealth of juicy red fruit with soft layers of tannin. It was aged in unobtrusive oak, 25% of it new.",Split Rock,88,35.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Viluko 2012 Split Rock Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Viluko,7,80,2012,0.010416666666666666,0.01490312965722802,0.08080808080808081,93,89.66000000000004
4263,11990,42767,44520,US,"Robust and brawny, this longtime estate wine offers a combination of red and black berry, rich and succulent as if in a crumble, topped in vanilla and pleasing sprinkles of nutmeg and cardamom. Complex and layered, it delivers in flavor and structure.",Home Ranch Estate,91,58.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Seghesio 2013 Home Ranch Estate Zinfandel (Alexander Valley),Zinfandel,Seghesio,7,702,2013,0.010912698412698412,0.02632886239443617,0.1111111111111111,0,0.0
4264,11991,42768,44521,US,"This wine has intense and complex flavors while keeping a graceful texture and great balance between acidity, body and tannins. Aromas suggest raspberries and strawberries with hints of pine forest and earth, while the flavors are vivid and bright.",Lot 15,91,19.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Tangley Oaks 2013 Lot 15 Pinot Noir (North Coast),Pinot Noir,Tangley Oaks,7,440,2013,0.010912698412698412,0.0069547938400397425,0.1111111111111111,0,0.0
4265,11992,42772,44525,US,"From a relatively cool hillside site within the Oak Knoll District, this wine dances in lemon and green apple, completely crisp atop a fuller-bodied style embraced in oak. Luxurious on the palate, it finishes with a bite of salty brine.",Hillview Vineyard,91,30.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Groth 2013 Hillview Vineyard Chardonnay (Napa Valley),Chardonnay,Groth,7,125,2013,0.010912698412698412,0.01241927471435668,0.1111111111111111,50,276.17000000000024
4266,11993,42774,44527,US,"A huge, concentrated wine, this offers all the characteristic ripeness and big flavor in the variety, from brown sugar to baked plum to vanilla to tar. Almost reaching Port-like proportions in terms of alcohol and weight, it pulls back just enough to reveal spicy black pepper and cinnamon on the finish.",Bismark Mountain Vineyard,91,64.0,California,Moon Mountain District Sonoma County,Sonoma,Virginie Boone,@vboone,Hanna 2014 Bismark Mountain Vineyard Zinfandel (Moon Mountain District Sonoma County),Zinfandel,Hanna,7,702,2014,0.011408730158730158,0.029309488325881768,0.1111111111111111,230,4224.870000000001
4267,11994,42778,44531,US,"The Brown Ranch is a relatively warm swath of the appellation, which touches Hyde Vineyard, its neighbor. This wine shows a wealth of toasty oak and black fruit on its robust frame, but opens into softening layers of black tea and blackberry in the glass. Smooth and full bodied, it's a lush, vanilla-kissed wine.",Brown Ranch,91,75.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Walt 2013 Brown Ranch Pinot Noir (Carneros),Pinot Noir,Walt,7,440,2013,0.010912698412698412,0.034773969200198714,0.1111111111111111,0,0.0
4268,11995,42779,44532,US,"Intriguing aromas of dried herbs give nuance to the heartier bourbon barrel, cherry candy and caramel aromas on the nose of this bottling of traditional Portuguese varieties Touriga Nacional, Tinta Cão, Tinta Francesca and Tinta Madeira. Caramelized black cherries and blueberries mesh with peppercorns and asphalt on the palate, which is expressive and nuanced for such a powerful style.",Vista Verde Vineyard,91,40.0,California,San Benito County,Central Coast,Matt Kettmann,@mattkettmann,Williams Selyem 2010 Vista Verde Vineyard Port (San Benito County),Port,Williams Selyem,7,449,2010,0.009424603174603174,0.017386984600099353,0.1111111111111111,0,0.0
